,session_id,client_id,visit_date,visit_time,visit_number,utm_source,utm_medium,utm_campaign,utm_adcontent,utm_keyword,device_category,device_os,device_brand,device_model,device_screen_resolution,device_browser,geo_country,geo_city
194,905635530069636415.1640363396.1640363396,210859703.16403636,2021-12-24,19:29:56,2,dyicZQGoeASogoSafjEh,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,390x844,Safari,Russia,Moscow
195,905635530069636415.1640363833.1640363842,210859703.16403636,2021-12-24,19:37:22,4,bByPQxmDaMXgpHeypKSM,referral,QdLfySaGXolfTBSNVfHn,SOkCdPxfUcZUzzOdgGES,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,390x844,Safari,Russia,Moscow
196,9056359258769031702.1631552024.1631552024,2108597955.1631553,2021-09-13,19:00:00,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,PkybGvWbaqORmxjNunqZ,,mobile,,Xiaomi,,393x851,Chrome,Russia,Moscow
197,9056363180083600259.1640979338.1640979338,2108598868.1640975,2021-12-31,22:35:38,1,fgymSoTvjKPEgaIJqsiH,cpm,FTjNLDyTrXaWYgZymFkV,yYdBRbPmBMUZHXwqGxNx,jfLxUKobDdJlutbwyjaU,mobile,iOS,Apple,,414x736,Safari,Russia,Moscow
198,905636998944666814.1636578405.1636578405,210860045.16365784,2021-11-11,00:06:45,1,vFcAhRxLfOWKhvxjELkx,organic,okTXSMadDkjvntEHzIjp,LLfCasrxQzJIyuldcuWy,aXQzDWsJuGXeBXexNHjc,desktop,Windows,,,1366x768,YaBrowser,Russia,Saratov
199,9056376846662138382.1633581585.1633581585,2108602050.163358,2021-10-07,07:00:00,1,bByPQxmDaMXgpHeypKSM,referral,nSReTmyFtbSjlPrTKoaX,,,mobile,,Huawei,,360x760,Chrome,Russia,Moscow
200,9056376846662138382.1633619671.1633619671,2108602050.163358,2021-10-07,18:00:00,2,kjsLglQLzykiRbcDiGcD,cpc,nSReTmyFtbSjlPrTKoaX,,,mobile,,Huawei,,360x760,Chrome,Russia,Moscow
201,9056378938316943170.1639313009.1639313009,2108602537.1639316,2021-12-12,15:43:29,1,ZpYIoDJMcFzVoPFsHGJL,banner,TmThBvoCcwkCZZUWACYq,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,,360x740,Chrome,Russia,Astrakhan
202,9056386553289710565.1635064805.1635064805,2108604310.1635065,2021-10-24,11:40:05,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,414x896,Safari,Russia,Orenburg
203,9056388133839335979.1636725296.1636725296,2108604678.1636724,2021-11-12,16:54:56,1,vFcAhRxLfOWKhvxjELkx,organic,okTXSMadDkjvntEHzIjp,LLfCasrxQzJIyuldcuWy,aXQzDWsJuGXeBXexNHjc,mobile,Android,Samsung,,412x846,Chrome,Russia,Saint Petersburg
204,9056389336430718233.1637264669.1637264669,2108604958.1637263,2021-11-18,22:44:29,1,vFcAhRxLfOWKhvxjELkx,organic,okTXSMadDkjvntEHzIjp,LLfCasrxQzJIyuldcuWy,aXQzDWsJuGXeBXexNHjc,mobile,Android,Huawei,,360x640,Chrome,Russia,Moscow
205,9056390079447152561.1624356793.1624356793,2108605131.162436,2021-06-22,13:00:00,1,kjsLglQLzykiRbcDiGcD,cpc,DXVdsSTQphSYVmRchYKt,,,desktop,,,,1920x1080,Chrome,Russia,(not set)
206,9056391372243461090.1635509219.1635509219,2108605432.1635509,2021-10-29,15:06:59,1,jaSOmLICuBzCFqHfBdRg,email,bxOTvPtyGSdUrbwoXCPO,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,desktop,Linux,,,393x873,Chrome,Russia,Surgut
207,9056411910775245858.1633684517.1633684517,2108610214.1633685,2021-10-08,12:00:00,1,bByPQxmDaMXgpHeypKSM,referral,,,,mobile,,Vivo,,360x780,Chrome,Russia,Moscow
208,9056422519349747445.1638964982.1638964982,2108612684.1638963,2021-12-08,15:03:02,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,RrhnkuoaqckNtJpAZDzH,mobile,Android,(not set),AuMdmADEIoPXiWpTsBEj,320x640,Chrome,Russia,Saint Petersburg
209,9056422519349747445.1638966940.1638966940,2108612684.1638963,2021-12-08,15:35:40,2,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,RrhnkuoaqckNtJpAZDzH,mobile,Android,(not set),AuMdmADEIoPXiWpTsBEj,320x640,Chrome,Russia,Saint Petersburg
210,9056447163868149249.1635022336.1635022336,2108618422.1635025,2021-10-23,23:52:16,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,375x812,Safari,Russia,Saint Petersburg
211,905645146488987546.1627938715.1627938715,210861942.16279387,2021-08-03,00:00:00,1,BHcvLfOaCWvWTykYqHVe,cpc,,,,desktop,,,,1280x720,YaBrowser,Russia,Moscow
212,9056452429502401320.1639369512.1639369512,2108619648.1639369,2021-12-13,07:25:12,1,ZpYIoDJMcFzVoPFsHGJL,banner,TmThBvoCcwkCZZUWACYq,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,,360x780,Chrome,Russia,Krasnodar
213,9056460143246395521.1622100097.1622100097,2108621444.16221,2021-05-27,10:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,desktop,,,,1920x1080,Chrome,Ukraine,Kyiv
214,9056461423161534315.1636984683.1636984683,2108621742.1636984,2021-11-15,16:58:03,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,393x851,Chrome,Russia,Volgograd
215,9056463647958426698.1640817751.1640817751,2108622260.1640816,2021-12-30,01:42:31,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,,412x915,Chrome,Russia,Krasnodar
216,9056464167633565240.1624913465.1624913465,2108622381.1624916,2021-06-28,23:00:00,1,hTjLvqNxGggkGnxSCaTm,stories,QEejXfOCtOMFLZqIPApp,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x869,Android Webview,Russia,Yekaterinburg
217,9056464167633565240.1624913465.1624914379,2108622381.1624916,2021-06-29,00:00:00,1,bByPQxmDaMXgpHeypKSM,referral,QEejXfOCtOMFLZqIPApp,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x869,Android Webview,Russia,Yekaterinburg
218,9056465387411971133.1632607294.1632607294,2108622665.1632607,2021-09-26,01:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,375x812,Safari,Russia,Moscow
219,9056465387411971133.1632607960.1632607960,2108622665.1632607,2021-09-26,01:00:00,2,aXQzDWsJuGXeBXexNHjc,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,375x812,Safari,Russia,Moscow
220,9056465443244013701.1630313086.1630313086,2108622678.1630075,2021-08-30,11:00:00,1,kjsLglQLzykiRbcDiGcD,cpc,nSReTmyFtbSjlPrTKoaX,,,desktop,,,,1536x864,Chrome,Russia,Moscow
221,9056465443244013701.1630313089.1630313089,2108622678.1630075,2021-08-30,11:00:00,2,kjsLglQLzykiRbcDiGcD,cpc,,,,desktop,,,,1536x864,Chrome,Russia,Moscow
222,9056468728897608385.1633688258.1633688258,2108623443.1633687,2021-10-08,13:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,(not set),,360x820,Chrome,Russia,Rostov-on-Don
223,9056468728897608385.1633787577.1633787577,2108623443.1633687,2021-10-09,16:00:00,2,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,(not set),,360x820,Chrome,Russia,Krasnodar
224,9056468728897608385.1635659079.1635659079,2108623443.1633687,2021-10-31,08:44:39,3,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,(not set),AuMdmADEIoPXiWpTsBEj,360x820,Chrome,Russia,Rostov-on-Don
225,905648595358313255.1638525736.1638525736,210862745.16385257,2021-12-03,13:02:16,1,kjsLglQLzykiRbcDiGcD,cpc,XHNUiSKKGTEpSAlaVMFQ,JNHcPlZPxEMWDnRiyoBf,nSReTmyFtbSjlPrTKoaX,desktop,Macintosh,,,1440x900,Safari,Russia,Moscow
226,905648595358313255.1638525739.1638525739,210862745.16385257,2021-12-03,13:02:19,2,kjsLglQLzykiRbcDiGcD,cpc,,,nSReTmyFtbSjlPrTKoaX,desktop,Macintosh,,,1440x900,Safari,Russia,Moscow
227,9056487274563583699.1630879671.1630879671,2108627761.163088,2021-09-06,01:00:00,1,aXQzDWsJuGXeBXexNHjc,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,desktop,,,,1920x1080,Opera,Russia,Engels
228,905648784329703839.1631355295.1631355295,210862789.16313553,2021-09-11,13:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Huawei,,360x747,Chrome,Russia,Fryazino
229,9056488094906625773.1635167981.1635167981,2108627952.1635168,2021-10-25,16:19:41,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,414x896,Safari,Russia,Moscow
230,9056488094906625773.1635170147.1635170147,2108627952.1635168,2021-10-25,16:55:47,2,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,414x896,Safari,Russia,Moscow
231,9056488103495814987.1634422604.1634422604,2108627954.1634424,2021-10-17,01:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,desktop,,,,1920x1080,Chrome,Russia,Naberezhnye Chelny
232,9056495658334847539.1625981491.1625981491,2108629713.162598,2021-07-11,08:00:00,1,kjsLglQLzykiRbcDiGcD,cpc,ULAUPJGgNiZYQgwZwZGR,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,375x812,Safari,Russia,Moscow
233,9056495658334847539.1625981542.1625981542,2108629713.162598,2021-07-11,08:00:00,2,kjsLglQLzykiRbcDiGcD,cpc,,,,mobile,,Apple,,375x812,Safari,Russia,Moscow
234,9056504673481751441.1636531091.1636531091,2108631812.163653,2021-11-10,10:58:11,1,MvfHsxITijuriZxsqZqt,cpm,FTjNLDyTrXaWYgZymFkV,xhoenQgDQsgfEPYNPwKO,fzbotReoFzSuckjwcpCs,mobile,Android,Vivo,pcvPxfVFaAmhwFmvIeYd,360x780,Chrome,Russia,Moscow
235,9056506129478023933.1638890241.1638890241,2108632151.1638887,2021-12-07,18:17:21,1,kjsLglQLzykiRbcDiGcD,cpc,RoDitORHdzGfGhNCyEMy,,RJUQscGDTnAqljrzLLxu,mobile,iOS,Apple,,375x812,Safari,Russia,Moscow
236,9056520491848559015.1638787503.1638787503,2108635495.163879,2021-12-06,13:45:03,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,,360x780,Chrome,Russia,Yekaterinburg
237,905653212449185154.1639554434.1639554434,210863820.16395545,2021-12-15,10:47:14,1,vFcAhRxLfOWKhvxjELkx,organic,okTXSMadDkjvntEHzIjp,LLfCasrxQzJIyuldcuWy,aXQzDWsJuGXeBXexNHjc,desktop,Windows,,,1536x864,Chrome,Russia,Moscow
238,9056537826332935172.1635156969.1635156969,2108639531.163516,2021-10-25,13:16:09,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,,360x780,Chrome,Russia,Krasnoyarsk
239,9056538990268806026.1634890639.1634890639,2108639802.1634889,2021-10-22,11:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,360x740,Chrome,Russia,Khabarovsk
240,9056551041937288352.1625140357.1625140357,2108642608.162514,2021-07-01,14:00:00,1,kjsLglQLzykiRbcDiGcD,cpc,ULAUPJGgNiZYQgwZwZGR,,,mobile,,Samsung,,412x892,Samsung Internet,Russia,Moscow
241,9056563823756760833.1621939969.1621939969,2108645584.1621935,2021-05-25,13:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,414x736,Safari,Russia,Ufa
242,9056571949839348052.1626403158.1626403158,2108647476.1626403,2021-07-16,05:00:00,1,fbFKcMumlScApQMqFIqp,cpm,FTjNLDyTrXaWYgZymFkV,AdeErYgVTbRcAWtHrMHq,,desktop,,,,1920x1080,Chrome,Russia,Moscow
243,9056577988577235766.1640272561.1640272561,2108648882.1640272,2021-12-23,18:16:01,1,vFcAhRxLfOWKhvxjELkx,organic,okTXSMadDkjvntEHzIjp,LLfCasrxQzJIyuldcuWy,aXQzDWsJuGXeBXexNHjc,desktop,Windows,,,1366x768,Chrome,Russia,Moscow
244,9056578692948528922.1636929309.1636929309,2108649046.1636927,2021-11-15,01:35:09,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,OnePlus,,412x732,Chrome,Russia,Moscow
245,9056578692948528922.1636951637.1636951637,2108649046.1636927,2021-11-15,07:47:17,2,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,OnePlus,,412x732,Chrome,Russia,Moscow
246,9056579457449451895.1633673591.1633673591,2108649224.1633675,2021-10-08,09:00:00,1,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,,mobile,,Apple,,375x667,Safari,Russia,Moscow
247,9056579457449451895.1633673740.1633673740,2108649224.1633675,2021-10-08,09:00:00,2,kjsLglQLzykiRbcDiGcD,cpc,,,,mobile,,Apple,,375x667,Safari,Russia,Moscow
248,9056579457449451895.1633673894.1633673894,2108649224.1633675,2021-10-08,09:00:00,3,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,,mobile,,Apple,,375x667,Safari,Russia,Moscow
249,9056579457449451895.1633673953.1633673953,2108649224.1633675,2021-10-08,09:00:00,4,kjsLglQLzykiRbcDiGcD,cpc,,,,mobile,,Apple,,375x667,Safari,Russia,Moscow
250,9056579457449451895.1633674003.1633674003,2108649224.1633675,2021-10-08,09:00:00,5,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,,mobile,,Apple,,375x667,Safari,Russia,Moscow
251,9056579457449451895.1633674005.1633674005,2108649224.1633675,2021-10-08,09:00:00,6,kjsLglQLzykiRbcDiGcD,cpc,,,,mobile,,Apple,,375x667,Safari,Russia,Moscow
252,9056587295766441395.1635347891.1635347891,2108651049.1635349,2021-10-27,18:18:11,1,QxAxdyPLuQMEcrdZWdWb,cpc,JajANoFxoqXfKRNBUhzx,,xkXwwebfDFpZOOKBcXpE,mobile,Android,Samsung,,412x915,Samsung Internet,Russia,Moscow
253,9056587295766441395.1635486856.1635486856,2108651049.1635349,2021-10-29,08:54:16,2,QxAxdyPLuQMEcrdZWdWb,cpc,UEtHtwAEXfprDUERwqqj,,xkXwwebfDFpZOOKBcXpE,mobile,Android,Samsung,,412x915,Samsung Internet,Russia,Moscow
254,9056587295766441395.1635600582.1635600582,2108651049.1635349,2021-10-30,16:29:42,3,QxAxdyPLuQMEcrdZWdWb,cpc,UEtHtwAEXfprDUERwqqj,,xkXwwebfDFpZOOKBcXpE,mobile,Android,Samsung,,412x915,Samsung Internet,Russia,Moscow
255,9056598093305756988.1626881343.1626881343,2108653563.162688,2021-07-21,18:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Xiaomi,,360x640,YaBrowser,Russia,Novosibirsk
256,9056607924483613657.1624597468.1624597468,2108655852.16246,2021-06-25,08:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,MXqmDyetMTICSSitTjWV,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x915,YaBrowser,Russia,Balashikha
257,9056607924483613657.1625163322.1625163322,2108655852.16246,2021-07-01,21:00:00,2,ZpYIoDJMcFzVoPFsHGJL,banner,MXqmDyetMTICSSitTjWV,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x915,YaBrowser,Russia,Balashikha
258,9056614568802341991.1628918889.1628918921,2108657399.162892,2021-08-14,08:00:00,1,bByPQxmDaMXgpHeypKSM,referral,IKQsApKuPmZqqmhieEgf,iyesFzGNBbKbSesPOuQt,,desktop,,,,1920x1080,Chrome,Russia,(not set)
259,905662480989419135.1640363651.1640363651,210865978.1640364,2021-12-24,19:34:11,1,ZpYIoDJMcFzVoPFsHGJL,banner,zxoiLxhuSIFrCeTLQVWZ,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Xiaomi,,360x760,Chrome,Russia,Kirov
260,9056626736437616348.1621843676.1621843706,2108660232.1621845,2021-05-24,11:00:00,1,bByPQxmDaMXgpHeypKSM,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,428x926,Safari,Russia,Moscow
261,9056626736437616348.1621855188.1621855188,2108660232.1621845,2021-05-24,14:00:00,2,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,428x926,Safari,Russia,Moscow
262,9056628755082847235.1632445442.1632445442,2108660702.1632445,2021-09-24,04:00:00,1,RmEBuqrriAfAVsLQQmhk,cpc,KgicpPxiEQfzPlPwQZJq,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,428x926,Safari,Russia,Kotelniki
263,9056633694291534046.1628741855.1628741855,2108661852.162874,2021-08-12,07:00:00,1,PlbkrSYoHuZBWfYjYnfw,cpm,FTjNLDyTrXaWYgZymFkV,TuyPWsGQruPMpKvRxeBF,,desktop,,,,1366x768,Chrome,Russia,(not set)
264,9056635068685915980.1633589069.1633589069,2108662172.1633587,2021-10-07,09:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,2000x2000,Safari,United States,Prineville
265,9056640291354404485.1621845641.1621845641,2108663388.1621845,2021-05-24,11:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x892,Chrome,Russia,Saint Petersburg
266,9056643967864225909.1639661685.1639661685,2108664244.163966,2021-12-16,16:34:45,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,iOS,Apple,,375x812,Safari,Russia,Moscow
267,9056646390221722232.1635603067.1635603067,2108664808.1635604,2021-10-30,17:11:07,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,,360x780,Chrome,Russia,Tyumen
268,9056646390221722232.1638356327.1638356327,2108664808.1635604,2021-12-01,13:58:47,2,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,vCIpmpaGBnIQhyYNkXqp,puhZPIYqKXeFPaUviSjo,mobile,Android,Huawei,,360x780,Chrome,Russia,Tyumen
269,905666775940417004.1624065520.1624065520,210866978.16240653,2021-06-19,04:00:00,1,BHcvLfOaCWvWTykYqHVe,cpc,,,,mobile,,Huawei,,360x780,Chrome,Russia,Moscow
270,9056675106365540576.1628080431.1628080431,2108671494.162808,2021-08-04,15:00:00,1,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,,desktop,,,,1920x1080,Chrome,Russia,(not set)
271,9056675106365540576.1628080494.1628080494,2108671494.162808,2021-08-04,15:00:00,2,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,,desktop,,,,1920x1080,Chrome,Russia,(not set)
272,9056675106365540576.1628080652.1628080652,2108671494.162808,2021-08-04,15:00:00,3,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,,desktop,,,,1920x1080,Chrome,Russia,(not set)
273,905667665005783529.1631201771.1631201771,210867185.16312015,2021-09-09,18:00:00,1,MvfHsxITijuriZxsqZqt,blogger_channel,gVwpGdJDpteNmFIatPTG,JNHcPlZPxEMWDnRiyoBf,,desktop,,,,1280x1024,Chrome,Russia,Surgut
274,9056682094274849216.1625598399.1625598399,2108673121.16256,2021-07-06,22:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,390x844,Safari (in-app),Russia,Moscow
275,9056682094274849216.1625598516.1625598516,2108673121.16256,2021-07-06,22:00:00,2,klTrhUaShgnjIbaPmqjc,referral,LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Apple,,390x844,Safari (in-app),Russia,Moscow
276,9056685826609614423.1633783386.1633783386,2108673990.1633785,2021-10-09,15:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,385x854,Chrome,Russia,Vladivostok
277,9056698191822025064.1635348840.1635348840,2108676869.1635349,2021-10-27,18:34:00,1,BHcvLfOaCWvWTykYqHVe,cpc,,,pwAMfHrhSwvNmQrAetNs,mobile,iOS,Apple,,428x926,Safari,Russia,Moscow
278,9056698333554318037.1633720958.1633720958,2108676902.163372,2021-10-08,22:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,gecBYcKZCPMcVYdSSzKP,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x892,Chrome,Russia,Kaluga
279,9056705201195176888.1621873602.1621873602,2108678501.1621876,2021-05-24,19:00:00,1,fDLlAcSmythWSCVMvqvL,(none),LTuZkdKfxRGVceoWkVyg,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,360x740,Chrome,Russia,Moscow
280,9056709285722728055.1635526263.1635526263,2108679452.1635528,2021-10-29,19:51:03,1,kjsLglQLzykiRbcDiGcD,cpc,LwJZxKuWmvOhPsaCeRjG,,eKHUxnmdnfauMYTztCfy,mobile,iOS,Apple,,375x812,Safari,Russia,Moscow
281,9056709285722728055.1635526283.1635526283,2108679452.1635528,2021-10-29,19:51:23,2,kjsLglQLzykiRbcDiGcD,cpc,,,eKHUxnmdnfauMYTztCfy,mobile,iOS,Apple,,375x812,Safari,Russia,Moscow
282,9056711471851513093.1625957640.1625957640,2108679961.162596,2021-07-11,01:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x869,Chrome,Russia,Moscow
283,9056711471851513093.1636576103.1636576103,2108679961.162596,2021-11-10,23:28:23,2,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,puhZPIYqKXeFPaUviSjo,mobile,Android,Samsung,,412x869,Chrome,Russia,Moscow
284,9056715015206166402.1632591781.1632591781,2108680786.1632593,2021-09-25,20:00:00,1,RmEBuqrriAfAVsLQQmhk,cpc,iYBYglGljMDRQyqHRiPH,JNHcPlZPxEMWDnRiyoBf,,mobile,,Xiaomi,,640x360,Chrome,Russia,Moscow
285,9056715015206166402.1632594812.1632594812,2108680786.1632593,2021-09-25,21:00:00,2,RmEBuqrriAfAVsLQQmhk,cpc,iYBYglGljMDRQyqHRiPH,JNHcPlZPxEMWDnRiyoBf,,mobile,,Xiaomi,,640x360,Chrome,Russia,Moscow
286,905673175445887825.1628265300.1628265300,210868468.16282648,2021-08-06,18:00:00,1,hTjLvqNxGggkGnxSCaTm,tg,wpmatvDuiMutnvmNVPJo,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x846,Chrome,Russia,Saint Petersburg
287,9056733878705368705.1635430017.1635430017,2108685178.1635432,2021-10-28,17:06:57,1,kjsLglQLzykiRbcDiGcD,cpc,RoDitORHdzGfGhNCyEMy,,QYfbqJXuLdJGfOSFgZOs,mobile,iOS,Apple,,375x667,Safari,Russia,Moscow
288,9056733878705368705.1635430035.1635430035,2108685178.1635432,2021-10-28,17:07:15,2,kjsLglQLzykiRbcDiGcD,cpc,,,QYfbqJXuLdJGfOSFgZOs,mobile,iOS,Apple,,375x667,Safari,Russia,Moscow
289,9056733878705368705.1635430316.1635430316,2108685178.1635432,2021-10-28,17:11:56,3,kjsLglQLzykiRbcDiGcD,cpc,RoDitORHdzGfGhNCyEMy,,QYfbqJXuLdJGfOSFgZOs,mobile,iOS,Apple,,375x667,Safari,Russia,Moscow
290,9056733878705368705.1635430318.1635430318,2108685178.1635432,2021-10-28,17:11:58,4,kjsLglQLzykiRbcDiGcD,cpc,,,QYfbqJXuLdJGfOSFgZOs,mobile,iOS,Apple,,375x667,Safari,Russia,Moscow
291,9056738860855987966.1623985736.1623985736,2108686338.1623983,2021-06-18,06:00:00,1,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x869,Chrome,Russia,Vyborg
292,9056738860855987966.1624004393.1624004393,2108686338.1623983,2021-06-18,11:00:00,2,ZpYIoDJMcFzVoPFsHGJL,banner,LEoPHuyFvzoNfnzGgfcd,JNHcPlZPxEMWDnRiyoBf,,mobile,,Samsung,,412x869,Chrome,Russia,Saint Petersburg
